trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6,True,"{'a': 0, 'e': 0}",25,0,-228.99818511895694,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 4}",0
7,True,"{'a': 0, 'e': 0}",20,0,-114.09207267293229,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
8,True,"{'a': 0, 'e': 0}",20,0,-114.13944380773155,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
9,True,"{'a': 0, 'e': 0}",30,0,-287.14207246105775,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 5}",0
10,True,"{'a': 0, 'e': 0}",20,0,-68.10469541154305,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,0,-0.45518256904160026,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",30,0,-105.5263309295105,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,0,-105.47799955414489,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
14,True,"{'a': 0, 'e': 0}",25,0,-107.32646571982946,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
15,True,"{'a': 0, 'e': 0}",20,0,-58.15287566895428,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
16,True,"{'a': 0, 'e': 0}",25,6,-196.6015669891407,"{0: 8, 1: 2, 2: 4, 3: 2, 4: 3}",1
17,True,"{'a': 0, 'e': 0}",20,0,-133.54019680651908,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
18,True,"{'a': 0, 'e': 0}",20,0,-171.33410432487594,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
19,True,"{'a': 0, 'e': 0}",25,0,-180.54605550040225,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
20,True,"{'a': 0, 'e': 0}",20,0,-122.66388650665415,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
