trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.5}",20,0,-46.81751320751,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
2,False,"{'a': 0.8, 'e': 0.5}",20,0,-61.957690638607666,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
3,False,"{'a': 0.8, 'e': 0.5}",20,0,-62.45658060504513,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
4,False,"{'a': 0.8, 'e': 0.5}",20,0,-0.7507565934518287,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
5,False,"{'a': 0.8, 'e': 0.5}",25,0,-23.231791764861324,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
6,False,"{'a': 0.8, 'e': 0.5}",25,0,-39.055600011589306,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.8, 'e': 0.5}",30,0,-21.09849773556963,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.8, 'e': 0.5}",25,0,-170.87903332325052,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
9,False,"{'a': 0.8, 'e': 0.5}",20,0,-31.75513014867127,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
10,False,"{'a': 0.8, 'e': 0.5}",25,0,-6.008835969057225,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.8, 'e': 0.5}",20,0,-55.11515034486285,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
12,False,"{'a': 0.8, 'e': 0.5}",20,0,14.039170558975204,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.8, 'e': 0.5}",20,0,1.6794508527069334,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
14,False,"{'a': 0.8, 'e': 0.5}",20,0,-18.164230277604016,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.8, 'e': 0.5}",25,3,-26.45513646874931,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
16,False,"{'a': 0.6195200000000001, 'e': 0.45}",20,0,-38.75586712182332,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
17,False,"{'a': 0.8, 'e': 0.5}",20,0,11.657398304862967,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.8, 'e': 0.5}",25,0,-88.42432106970122,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
19,False,"{'a': 0.8, 'e': 0.5}",25,9,-16.032576229854563,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
20,False,"{'a': 0.32768, 'e': 0.45}",20,0,-0.6383196653933461,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
21,False,"{'a': 0.8, 'e': 0.5}",20,0,-17.6567906516529,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.8, 'e': 0.5}",25,0,-27.066996849927513,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
23,False,"{'a': 0.8, 'e': 0.5}",25,0,-6.383326595441535,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.8, 'e': 0.5}",20,1,-36.81196681308931,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
25,False,"{'a': 0.722, 'e': 0.45}",20,2,-35.98510752846199,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 0.648, 'e': 0.405}",20,10,-14.6144533935239,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
27,False,"{'a': 0.2, 'e': 0.36450000000000005}",30,4,4.228365154407229,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
28,False,"{'a': 0.6008888888888889, 'e': 0.32805000000000006}",20,6,13.212238069472079,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
29,False,"{'a': 0.392, 'e': 0.29524500000000004}",25,11,14.674552334997799,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.25088, 'e': 0.2657205}",20,8,23.759613579216964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.28800000000000003, 'e': 0.23914845}",25,11,19.73953469837128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.25088, 'e': 0.215233605}",20,6,-0.25354900500963407,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.392, 'e': 0.1937102445}",20,8,21.95165176795347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.28800000000000003, 'e': 0.17433922005}",30,15,32.25955241047789,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.2, 'e': 0.156905298045}",20,7,19.171871311654122,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.338, 'e': 0.1412147682405}",20,9,21.7912327890898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.24200000000000002, 'e': 0.12709329141645}",30,18,9.707511711862384,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.128, 'e': 0.114383962274805}",30,15,25.156243319142845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.2, 'e': 0.10294556604732451}",20,8,27.855875623672457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.28800000000000003, 'e': 0.09265100944259205}",20,0,30.832459356143644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,False,"{'a': 0.8, 'e': 0.5}",20,2,12.178648671345417,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.648, 'e': 0.45}",30,20,17.142089894003245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.08888888888888889, 'e': 0.405}",25,8,-41.12910356870065,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
44,False,"{'a': 0.36992, 'e': 0.36450000000000005}",30,22,3.6988004934664214,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.05688888888888889, 'e': 0.32805000000000006}",20,3,-1.3820673129311463,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.5780000000000001, 'e': 0.29524500000000004}",25,0,23.184045280942236,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.8, 'e': 0.5}",20,0,4.221735822847043,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.8, 'e': 0.5}",20,0,-22.5852814198201,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.5}",25,0,-72.37201582396453,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
50,False,"{'a': 0.8, 'e': 0.5}",25,13,18.724937796113828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.18432, 'e': 0.45}",25,1,-87.35525377602356,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 1}",1
52,False,"{'a': 0.73728, 'e': 0.405}",20,6,-29.12636407074829,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.392, 'e': 0.36450000000000005}",20,9,0.3554581279917275,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
54,False,"{'a': 0.24200000000000002, 'e': 0.32805000000000006}",20,7,15.92356696020221,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.338, 'e': 0.29524500000000004}",30,15,26.802943563707522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.2, 'e': 0.2657205}",25,0,11.329675711848223,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.8, 'e': 0.5}",30,8,-129.44331947284104,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 2}",1
58,False,"{'a': 0.4302222222222223, 'e': 0.45}",20,12,14.993035583957642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.128, 'e': 0.405}",20,9,1.040777075383493,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.24200000000000002, 'e': 0.36450000000000005}",25,5,-25.81667566330776,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",1
61,False,"{'a': 0.512, 'e': 0.32805000000000006}",20,3,-27.51311099556459,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.5780000000000001, 'e': 0.29524500000000004}",25,9,26.074638093181893,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.32768, 'e': 0.2657205}",20,0,-2.5183004827715916,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.8, 'e': 0.5}",20,0,-65.77245306566995,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
65,False,"{'a': 0.8, 'e': 0.5}",25,0,8.880054998827184,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,False,"{'a': 0.8, 'e': 0.5}",20,0,-64.43855042900984,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
67,False,"{'a': 0.8, 'e': 0.5}",20,0,-40.82722556348304,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
68,False,"{'a': 0.8, 'e': 0.5}",20,11,18.048828391548955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.162, 'e': 0.45}",20,2,-12.175899258511993,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.648, 'e': 0.405}",25,4,4.580034404981017,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.56448, 'e': 0.36450000000000005}",25,0,19.63850211638926,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.8, 'e': 0.5}",30,18,-26.657363907918334,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.128, 'e': 0.45}",35,0,-64.65066892115134,"{0: 31, 1: 1, 2: 0, 3: 1, 4: 2}",0
74,False,"{'a': 0.8, 'e': 0.5}",30,0,-73.46697669508183,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
75,False,"{'a': 0.8, 'e': 0.5}",35,15,-19.513025016693362,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.2612244897959184, 'e': 0.45}",20,0,7.434130632588909,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.8, 'e': 0.5}",30,8,-46.66354403729038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
78,False,"{'a': 0.4302222222222223, 'e': 0.45}",20,8,-17.361230707349154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.28800000000000003, 'e': 0.405}",20,0,-84.8192021996763,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
80,False,"{'a': 0.8, 'e': 0.5}",25,0,-40.45120470091788,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.8, 'e': 0.5}",20,0,-49.51901853988312,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.8, 'e': 0.5}",20,0,-39.770690566593665,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
83,False,"{'a': 0.8, 'e': 0.5}",20,0,-26.027857943992665,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
84,False,"{'a': 0.8, 'e': 0.5}",20,7,-31.70543087774142,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
85,False,"{'a': 0.338, 'e': 0.45}",20,13,-6.814167961261752,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.098, 'e': 0.405}",30,10,-49.71120576394117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
87,False,"{'a': 0.35555555555555557, 'e': 0.36450000000000005}",20,0,-30.37549474049569,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
88,False,"{'a': 0.8, 'e': 0.5}",20,0,-28.215310073017605,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
89,False,"{'a': 0.8, 'e': 0.5}",35,16,-82.05462438807338,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
90,False,"{'a': 0.23575510204081634, 'e': 0.45}",20,0,-37.236598241430805,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.8, 'e': 0.5}",20,0,-14.566321009753866,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
92,False,"{'a': 0.8, 'e': 0.5}",25,0,-119.22862041116232,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
93,False,"{'a': 0.8, 'e': 0.5}",20,0,24.124887441290177,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.5}",25,16,5.858751954490485,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.10368, 'e': 0.45}",30,0,10.853037665784953,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
96,False,"{'a': 0.8, 'e': 0.5}",20,14,2.1556626277566693,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.07200000000000001, 'e': 0.45}",30,22,4.019759315026005,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.05688888888888889, 'e': 0.405}",25,0,-68.43725036807079,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
99,False,"{'a': 0.8, 'e': 0.5}",20,9,-92.65919398948911,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
100,False,"{'a': 0.24200000000000002, 'e': 0.45}",20,3,-33.8007576454018,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.5780000000000001, 'e': 0.405}",20,0,6.613805269207283,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
102,False,"{'a': 0.8, 'e': 0.5}",20,7,-19.627394035313927,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
103,False,"{'a': 0.338, 'e': 0.45}",20,0,-54.090972105768266,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.8, 'e': 0.5}",20,12,15.526306348876055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.128, 'e': 0.45}",30,10,-8.557616358683699,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.35555555555555557, 'e': 0.405}",20,1,-45.109896372419485,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.722, 'e': 0.36450000000000005}",20,0,-34.897947752747676,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.8, 'e': 0.5}",25,14,-15.716007849361427,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.15488000000000002, 'e': 0.45}",30,0,-33.51606712666091,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.8, 'e': 0.5}",30,6,-30.37894369027138,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
111,False,"{'a': 0.512, 'e': 0.45}",25,0,20.88902094037728,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.8, 'e': 0.5}",30,18,-61.17491518139591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
113,False,"{'a': 0.128, 'e': 0.45}",20,0,-91.89371134149735,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
114,False,"{'a': 0.8, 'e': 0.5}",20,8,-63.43597501667814,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
115,False,"{'a': 0.28800000000000003, 'e': 0.45}",30,20,10.50314595819262,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.08888888888888889, 'e': 0.405}",20,16,7.303458144518758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.032, 'e': 0.36450000000000005}",20,0,-0.5645981440802228,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.5}",30,0,-30.86689292628712,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
119,False,"{'a': 0.8, 'e': 0.5}",25,0,-30.205699667847554,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.5}",20,8,-72.41122424103577,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
121,False,"{'a': 0.28800000000000003, 'e': 0.45}",25,11,3.3333375395264255,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.25088, 'e': 0.405}",25,0,-5.944254507369871,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
123,False,"{'a': 0.8, 'e': 0.5}",20,5,6.211889117010738,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.45, 'e': 0.45}",20,0,17.68039236432653,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.8, 'e': 0.5}",25,5,10.951766131837678,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.512, 'e': 0.45}",25,0,-65.73743679477421,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
127,False,"{'a': 0.8, 'e': 0.5}",25,9,-2.8419401619371945,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.32768, 'e': 0.45}",25,0,-15.42872561597531,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
129,False,"{'a': 0.8, 'e': 0.5}",20,0,-62.57431064474128,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
130,False,"{'a': 0.8, 'e': 0.5}",25,0,-37.97353616946502,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
131,False,"{'a': 0.8, 'e': 0.5}",20,1,-55.5870203761283,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
132,False,"{'a': 0.722, 'e': 0.45}",35,15,-16.129912466305033,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
133,False,"{'a': 0.2612244897959184, 'e': 0.405}",25,5,-33.439341828907914,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.512, 'e': 0.36450000000000005}",25,15,6.703853151467893,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.128, 'e': 0.32805000000000006}",20,8,0.31993994542463255,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.28800000000000003, 'e': 0.29524500000000004}",25,0,-42.05898000245663,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
137,False,"{'a': 0.8, 'e': 0.5}",20,0,-5.145355694507314,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.8, 'e': 0.5}",20,0,-59.597416758530784,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.8, 'e': 0.5}",20,11,-4.1349043158460965,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.162, 'e': 0.45}",20,5,-35.573374856388035,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
141,False,"{'a': 0.45, 'e': 0.405}",25,15,6.903602258066951,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.128, 'e': 0.36450000000000005}",20,0,5.84361955213606,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.8, 'e': 0.5}",20,15,1.2553151644670995,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.05, 'e': 0.45}",20,0,-6.141426916268862,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
145,False,"{'a': 0.8, 'e': 0.5}",30,2,-0.48196852704873994,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.6968888888888889, 'e': 0.45}",20,0,-9.32122384005987,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
147,False,"{'a': 0.8, 'e': 0.5}",20,0,-47.10350906268233,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
148,False,"{'a': 0.8, 'e': 0.5}",20,12,13.814332646397244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.128, 'e': 0.45}",30,11,-33.20342775504864,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
