trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
53,False,"{'a': 0.5, 'e': 0.9554800000000025}",25,0,-91.0000959341454,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.9546400000000026}",25,11,-77.43854950867515,"{0: 6, 1: 0, 2: 7, 3: 1, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.9538000000000026}",25,0,-145.52191457056747,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9529600000000027}",20,0,-40.86940815165474,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.9521200000000027}",20,0,-91.10404891236819,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.9512800000000028}",20,0,-115.60687109078123,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.9504400000000028}",25,0,-110.18621375321561,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9496000000000029}",20,0,-98.97934928246467,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9487600000000029}",25,0,-125.8719144290185,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.947920000000003}",25,0,-40.10528703467463,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.947080000000003}",20,0,-138.88480239012827,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.9462400000000031}",20,0,-73.43025451621506,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9454000000000031}",25,0,-139.40961202320221,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.9445600000000032}",25,0,-144.42971842519162,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.9437200000000032}",30,0,-174.81911185956127,"{0: 15, 1: 2, 2: 10, 3: 2, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9428800000000033}",20,13,-31.303309579738595,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.9420400000000033}",25,0,-69.16676456592903,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.9412000000000034}",20,0,-23.44337288854074,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.9403600000000034}",25,0,-123.53486154101552,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9395200000000035}",30,0,-219.4942930469876,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
73,False,"{'a': 0.5, 'e': 0.9386800000000035}",20,0,-141.84008758900077,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9378400000000036}",35,0,-162.6169323881951,"{0: 23, 1: 1, 2: 8, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9370000000000036}",20,11,-46.57575184782119,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.9361600000000037}",25,0,-126.76692680681042,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9353200000000037}",20,0,-61.71366685206925,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.9344800000000038}",25,0,-96.08589916219591,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9336400000000038}",25,0,-138.07502802112307,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9328000000000038}",30,0,-135.59253834043895,"{0: 20, 1: 0, 2: 6, 3: 3, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9319600000000039}",25,0,-16.342447504797413,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.931120000000004}",25,0,-98.05781410495472,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.930280000000004}",20,0,-98.43660381426872,"{0: 8, 1: 8, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.929440000000004}",20,0,-95.48014985448874,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9286000000000041}",30,7,-167.97815493779603,"{0: 11, 1: 2, 2: 6, 3: 2, 4: 2}",1
86,False,"{'a': 0.5, 'e': 0.9277600000000041}",25,0,-156.21842494327285,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.9269200000000042}",20,0,-46.1537637298522,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.9260800000000042}",20,0,-67.50896065106507,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.9252400000000043}",20,0,-132.12937178509955,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9244000000000043}",30,0,-216.33883678520613,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
91,False,"{'a': 0.5, 'e': 0.9235600000000044}",20,0,-255.26621267048216,"{0: 7, 1: 4, 2: 2, 3: 3, 4: 4}",0
92,False,"{'a': 0.5, 'e': 0.9227200000000044}",20,0,-6.910983630449813,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.9218800000000045}",25,0,-64.81008162227009,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9210400000000045}",25,0,-85.75312556989037,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.9202000000000046}",30,0,-81.78275384806733,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.9193600000000046}",20,0,-139.2082922041195,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
97,False,"{'a': 0.5, 'e': 0.9185200000000047}",20,0,-35.04570336856134,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.9176800000000047}",20,0,-86.60823591962256,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.9168400000000048}",20,0,-94.31631001277381,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9160000000000048}",20,0,-161.87928147271774,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9151600000000049}",25,0,-106.34109481303409,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9143200000000049}",20,0,-83.87991543270618,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.913480000000005}",20,0,-48.63018541743079,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.912640000000005}",25,0,-35.41852292766604,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.911800000000005}",25,0,-36.267242390600906,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9109600000000051}",30,10,-73.91638364519575,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.9101200000000051}",20,0,-32.32793791320209,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9092800000000052}",20,0,-92.5297563906241,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.9084400000000052}",20,0,-206.1246394396634,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.9076000000000053}",20,0,-122.30422018844247,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
111,False,"{'a': 0.5, 'e': 0.9067600000000053}",25,0,-97.49562122585117,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9059200000000054}",20,0,-210.89305737218461,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.9050800000000054}",30,0,-133.17848004545,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9042400000000055}",25,0,-107.10652315263486,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.9034000000000055}",20,0,-77.65540515079512,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9025600000000056}",20,0,-102.19389008299444,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.9017200000000056}",25,0,-113.48067534650386,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.9008800000000057}",25,0,-205.10448652340628,"{0: 9, 1: 5, 2: 7, 3: 2, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9000400000000057}",30,6,-63.83777636964376,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.8992000000000058}",20,0,-46.01255270072109,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.8983600000000058}",20,0,-145.03699995093777,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.8975200000000059}",25,0,-197.32924096441357,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
123,False,"{'a': 0.5, 'e': 0.8966800000000059}",35,0,-203.73065005503685,"{0: 21, 1: 2, 2: 8, 3: 1, 4: 3}",0
124,False,"{'a': 0.5, 'e': 0.895840000000006}",20,0,-90.78016233471907,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.895000000000006}",20,0,-87.1811263824082,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.8941600000000061}",20,0,-87.15990986054206,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.8933200000000061}",30,18,-100.69087638132923,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
128,False,"{'a': 0.5, 'e': 0.8924800000000062}",25,0,-149.38217362794276,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.8916400000000062}",20,0,-42.53294778061163,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.8908000000000063}",20,0,-102.87259936310033,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.8899600000000063}",25,0,-94.73296230476184,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.8891200000000063}",20,0,-61.43893151106107,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.8882800000000064}",30,0,-165.6817179914151,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.8874400000000064}",20,0,-35.03688251629453,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.8866000000000065}",25,0,-79.77164115025482,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.8857600000000065}",30,0,-162.77948459691373,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.8849200000000066}",25,0,-95.62635334852244,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.8840800000000066}",25,0,-137.11502898550023,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.8832400000000067}",30,0,-306.82611828591126,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 7}",0
140,False,"{'a': 0.5, 'e': 0.8824000000000067}",35,0,-69.93996439528762,"{0: 24, 1: 4, 2: 6, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.8815600000000068}",20,0,-100.20201059260202,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.8807200000000068}",25,0,-116.30361414580132,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.8798800000000069}",20,0,-91.18434489698701,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.8790400000000069}",30,18,-25.2538152697974,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.878200000000007}",20,0,-156.06458817457286,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.877360000000007}",30,8,-156.89101489585195,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 3}",1
147,False,"{'a': 0.5, 'e': 0.8765200000000071}",20,9,1.1396024747990952,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.8756800000000071}",25,0,-146.3675545233642,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.8748400000000072}",20,0,-36.27617140560818,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.8740000000000072}",25,0,-85.96954345266406,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.8731600000000073}",20,0,-6.389473451862518,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.8723200000000073}",30,0,-87.62668720209017,"{0: 20, 1: 3, 2: 4, 3: 3, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.8714800000000074}",20,0,-79.10231857169434,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.8706400000000074}",35,0,-98.40461836945906,"{0: 26, 1: 1, 2: 6, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.8698000000000075}",25,0,-162.9592320396482,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.8689600000000075}",25,18,8.478322852485613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.8681200000000076}",25,8,-151.822826372182,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 3}",1
158,False,"{'a': 0.5, 'e': 0.8672800000000076}",20,0,-70.8269428788883,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.8664400000000076}",20,8,-20.9022090737364,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.8656000000000077}",25,0,-110.37698426086838,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.8647600000000077}",20,0,-16.493012564001233,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.8639200000000078}",30,0,-130.5413266327415,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.8630800000000078}",20,0,-194.8187423313411,"{0: 8, 1: 0, 2: 8, 3: 2, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.8622400000000079}",30,0,-121.5361221558863,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.8614000000000079}",20,0,-17.09531791479414,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.860560000000008}",25,0,-139.74487372752563,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.859720000000008}",25,0,-20.034238995787515,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.8588800000000081}",20,0,-33.82949955270888,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.8580400000000081}",25,0,-68.23975927309414,"{0: 16, 1: 7, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.8572000000000082}",25,0,-102.7527280351362,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.8563600000000082}",25,0,-82.82568888439737,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.8555200000000083}",25,14,-24.72940772822529,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.8546800000000083}",20,0,-64.1473897431496,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.8538400000000084}",25,0,-205.96131458423716,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
175,False,"{'a': 0.5, 'e': 0.8530000000000084}",20,0,-94.63948969795916,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.8521600000000085}",30,0,-234.1026650308489,"{0: 15, 1: 0, 2: 11, 3: 1, 4: 3}",0
177,False,"{'a': 0.5, 'e': 0.8513200000000085}",20,0,-42.805550550117374,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.8504800000000086}",20,0,-65.64761594787504,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.8496400000000086}",25,0,-80.81252867271064,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.8488000000000087}",25,0,-43.227868293978005,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.8479600000000087}",20,0,-64.57867457736197,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.8471200000000088}",25,0,-59.95347854432341,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.8462800000000088}",25,0,-127.85364113447237,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
